"","Date","Site","Sat","LINEAGEQA","PIXELQA","RADSATQA","SRAEROSOLQA","SRATMOSOPACITYQA","SRB1","SRB2","SRB3","SRB4","SRB5","SRB6","SRB7","SRCLOUDQA","SatDate"
"642",2016-09-14,"P1",8,1,324,0,68,NA,280.333333333333,251,113,53.3333333333333,44,44,43.3333333333333,NA,2016-09-14
"643",2016-09-15,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016-09-15
"644",2016-10-09,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-09
"645",2016-11-10,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-11-10
"646",2016-11-18,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016-11-18
"647",2016-12-03,"P1",8,1,324,0,68,NA,237,212.333333333333,83.3333333333333,28.6666666666667,29.6666666666667,29.6666666666667,27.3333333333333,NA,2016-12-03
"648",2016-12-19,"P1",8,1,324,0,68,NA,286,247.666666666667,116,65,54,54,42,NA,2016-12-19
"649",2017-01-04,"P1",8,1,324,0,68,NA,135.666666666667,121,11.3333333333333,NA,9,9,6.66666666666667,NA,2017-01-04
"650",2017-02-05,"P1",8,1,324,0,68,NA,124.333333333333,117.333333333333,7.66666666666667,NA,14.6666666666667,14.6666666666667,18.3333333333333,NA,2017-02-05
"651",2017-02-21,"P1",8,1,324,0,68,NA,130,91,8.33333333333333,NA,5,5,2.66666666666667,NA,2017-02-21
"652",2017-03-01,"P1",7,1,68,0,NA,9,200.666666666667,187.666666666667,109.666666666667,128,58.3333333333333,NA,26,32,2017-03-01
"653",2017-03-02,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-02
"654",2017-03-09,"P1",8,1,324,0,68,NA,153.333333333333,129.333333333333,27.3333333333333,2.66666666666667,10,10,9.33333333333333,NA,2017-03-09
"655",2017-03-10,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-03-10
"656",2017-03-18,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-18
"657",2017-03-25,"P1",8,1,324,0,68,NA,164,242.333333333333,82.3333333333333,24,22,22,21,NA,2017-03-25
"658",2017-04-02,"P1",7,1,68,0,NA,9,211.333333333333,194.666666666667,154,153.333333333333,80.3333333333333,NA,60.6666666666667,36,2017-04-02
"659",2017-04-03,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-04-03
"660",2017-04-10,"P1",8,1,324,0,132,NA,146.666666666667,198.666666666667,75.6666666666667,41.3333333333333,52.3333333333333,52.3333333333333,45.3333333333333,NA,2017-04-10
"661",2017-04-11,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-04-11
"662",2017-04-18,"P1",7,1,68,0,NA,8,245,295,197.666666666667,166,105.333333333333,NA,71.6666666666667,36,2017-04-18
"663",2017-04-26,"P1",8,1,324,0,68,NA,157.333333333333,167.333333333333,55.6666666666667,9.33333333333333,19,19,21.6666666666667,NA,2017-04-26
"664",2017-04-27,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-04-27
"665",2017-05-04,"P1",7,1,68,0,NA,8.33333333333333,366,389.666666666667,331,305.333333333333,220.666666666667,NA,205.666666666667,36,2017-05-04
"666",2017-05-05,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-05
"667",2017-05-12,"P1",8,1,324,0,68,NA,262.666666666667,268,151.333333333333,110.333333333333,102,102,95,NA,2017-05-12
"668",2017-05-21,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-21
"669",2017-05-28,"P1",8,1,324,0,68,NA,390,401,276.333333333333,237.333333333333,193.333333333333,193.333333333333,150.333333333333,NA,2017-05-28
"670",2017-05-29,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-05-29
"671",2017-06-05,"P1",7,1,68,0,NA,8,314,352.666666666667,217,166.666666666667,134.666666666667,NA,77,36,2017-06-05
"672",2017-06-06,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-06
"673",2017-06-13,"P1",8,1,324,0,68,NA,260.666666666667,266.333333333333,131.666666666667,68.6666666666667,54.6666666666667,54.6666666666667,45,NA,2017-06-13
"674",2017-06-14,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-06-14
"675",2017-06-21,"P1",7,1,224,0,NA,8,889,957,923.333333333333,950.333333333333,833.666666666667,NA,657.333333333333,2,2017-06-21
"676",2017-06-22,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-22
"677",2017-06-29,"P1",8,1,324,0,68,NA,318.666666666667,356.333333333333,147,54.3333333333333,34,34,30.6666666666667,NA,2017-06-29
"678",2017-06-30,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-06-30
"679",2017-07-07,"P1",7,1,138.666666666667,0,NA,8,645,755.666666666667,576.333333333333,495.333333333333,427.666666666667,NA,363.333333333333,36,2017-07-07
"680",2017-07-08,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-07-08
"681",2017-07-15,"P1",8,1,324,0,68,NA,434.333333333333,481.666666666667,289.666666666667,210,178,178,141.333333333333,NA,2017-07-15
"682",2017-07-16,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-07-16
"683",2017-07-23,"P1",7,1,138.666666666667,0,NA,9,779,872.666666666667,861.666666666667,923.333333333333,1071.66666666667,NA,937,6,2017-07-23
"684",2017-07-31,"P1",8,1,480,0,8,NA,1722.66666666667,1915,1958,2267,2554.33333333333,2554.33333333333,2305,NA,2017-07-31
"685",2017-08-01,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-08-01
"686",2017-08-08,"P1",7,1,68,0,NA,8,267,309,190,143,91,NA,65.6666666666667,36,2017-08-08
"687",2017-08-09,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-08-09
"688",2017-08-16,"P1",8,1,324,0,68,NA,414.333333333333,419.333333333333,295.333333333333,246.666666666667,222,222,193,NA,2017-08-16
"689",2017-08-17,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-08-17
"690",2017-08-24,"P1",7,1,68,0,NA,9,253.666666666667,259.333333333333,144.666666666667,126.666666666667,56,NA,45.3333333333333,36,2017-08-24
"691",2017-08-25,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-08-25
"692",2017-09-01,"P1",8,1,324,0,68,NA,371.333333333333,341,214.666666666667,148.333333333333,100.666666666667,100.666666666667,82.6666666666667,NA,2017-09-01
"693",2017-09-02,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-09-02
"694",2017-09-09,"P1",7,1,224,0,NA,181,3190,3395.66666666667,3578.33333333333,3954.33333333333,3870,NA,3432.33333333333,2,2017-09-09
"695",2017-09-10,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-10
"696",2017-09-17,"P1",8,1,324,0,68,NA,242,221.333333333333,112,48,30.3333333333333,30.3333333333333,23,NA,2017-09-17
"697",2017-09-25,"P1",7,1,68,0,NA,8,218.666666666667,214.666666666667,131,113,52.6666666666667,NA,39.6666666666667,32,2017-09-25
"698",2017-09-26,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-26
"699",2017-10-03,"P1",8,1,324,0,68,NA,266.666666666667,237.666666666667,139.333333333333,86.3333333333333,66.6666666666667,66.6666666666667,58.6666666666667,NA,2017-10-03
"700",2017-10-04,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-10-04
"701",2017-10-11,"P1",7,1,68,0,NA,8,242.333333333333,247.333333333333,170,140,84,NA,78,36,2017-10-11
"702",2017-10-12,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-12
"703",2017-10-19,"P1",8,1,324,0,68,NA,228,217.666666666667,100.666666666667,43.6666666666667,33.3333333333333,33.3333333333333,30.6666666666667,NA,2017-10-19
"704",2017-10-20,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-10-20
"705",2017-10-27,"P1",7,1,68,0,NA,9,273.333333333333,268.333333333333,189,109.666666666667,53,NA,27.6666666666667,32,2017-10-27
"706",2017-10-28,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-28
"707",2017-11-04,"P1",8,1,324,0,68,NA,272.666666666667,195.333333333333,100.666666666667,51.3333333333333,41.3333333333333,41.3333333333333,37.3333333333333,NA,2017-11-04
"708",2017-11-05,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-11-05
"709",2017-11-12,"P1",7,1,68,0,NA,9,419.666666666667,448.666666666667,339,281.666666666667,187,NA,174.333333333333,32,2017-11-12
"710",2017-11-13,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-11-13
"711",2017-11-20,"P1",8,1,992,0,8,NA,767,756,696.333333333333,722.666666666667,687,687,609.333333333333,NA,2017-11-20
"712",2017-11-21,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-11-21
"713",2017-11-28,"P1",7,1,68,0,NA,8,239.666666666667,231,134.666666666667,122.666666666667,87.6666666666667,NA,57.6666666666667,32,2017-11-28
"714",2017-11-29,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-11-29
"715",2017-12-06,"P1",8,1,324,0,68,NA,324,303.333333333333,164.666666666667,82.3333333333333,60.6666666666667,60.6666666666667,49,NA,2017-12-06
"716",2017-12-07,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-12-07
"717",2017-12-14,"P1",7,1,68,0,NA,8,560.666666666667,553.666666666667,374.333333333333,301,93.6666666666667,NA,23.6666666666667,32,2017-12-14
"718",2017-12-15,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-15
"719",2017-12-22,"P1",8,1,324,0,68,NA,270,254.333333333333,103.333333333333,28.3333333333333,21,21,14.6666666666667,NA,2017-12-22
"720",2017-12-23,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-12-23
"721",2017-12-30,"P1",7,1,68,0,NA,8,360,378.333333333333,270,225,194,NA,151,33.3333333333333,2017-12-30
"722",2017-12-31,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-31
"723",2018-01-07,"P1",8,1,324,0,68,NA,442.666666666667,429.666666666667,340,325,326.333333333333,326.333333333333,287.333333333333,NA,2018-01-07
"724",2018-01-08,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-01-08
"725",2018-01-15,"P1",7,1,68,0,NA,8,280.333333333333,251.666666666667,153.666666666667,141,55,NA,23.6666666666667,32,2018-01-15
"726",2018-01-16,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-16
"727",2018-01-23,"P1",8,1,324,0,68,NA,209.333333333333,198,73.3333333333333,26.3333333333333,34.6666666666667,34.6666666666667,31.3333333333333,NA,2018-01-23
"728",2018-01-24,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-01-24
"729",2018-01-31,"P1",7,1,68,0,NA,8,234.333333333333,243,108.333333333333,102.666666666667,51.3333333333333,NA,32.3333333333333,36,2018-01-31
"730",2018-02-01,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-01
"731",2018-02-08,"P1",8,1,324,0,68,NA,244,214.333333333333,75.6666666666667,19,17.3333333333333,17.3333333333333,13.3333333333333,NA,2018-02-08
"732",2018-02-09,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-02-09
"733",2018-02-16,"P1",7,1,224,2,NA,NA,20000,4916.33333333333,5131,5187.66666666667,2206,NA,1997.33333333333,2,2018-02-16
"734",2018-02-17,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-17
"735",2018-02-24,"P1",8,1,324,0,68,NA,228.666666666667,230.666666666667,83.6666666666667,20.3333333333333,34,34,27.6666666666667,NA,2018-02-24
"736",2018-03-13,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-03-13
"737",2018-03-20,"P1",7,1,68,0,NA,8,202,228.666666666667,119,114,45,NA,56.6666666666667,32,2018-03-20
"738",2018-04-14,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-04-14
"739",2018-04-21,"P1",7,1,68,0,NA,8,333.333333333333,336.333333333333,240.333333333333,234,141,NA,123.333333333333,36,2018-04-21
"740",2018-04-22,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-04-22
"741",2018-04-29,"P1",8,1,324,0,68,NA,434,416.333333333333,325,285,263.666666666667,263.666666666667,227.666666666667,NA,2018-04-29
"742",2018-05-08,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-08
"743",2018-05-15,"P1",8,1,324,0,68,NA,246.666666666667,223.666666666667,98,53,49.3333333333333,49.3333333333333,36.6666666666667,NA,2018-05-15
"744",2018-05-16,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-05-16
"745",2018-05-23,"P1",7,1,68,0,NA,8,236,253.666666666667,156.333333333333,143,86,NA,69,36,2018-05-23
"746",2018-06-01,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-06-01
"747",2018-06-08,"P1",7,1,68,0,NA,8,363.666666666667,377,291.333333333333,277,218,NA,181,25.3333333333333,2018-06-08
"748",2018-06-24,"P1",7,1,89.3333333333333,0,NA,8,671.666666666667,704,641.333333333333,621.333333333333,556,NA,492,27.3333333333333,2018-06-24
"749",2018-07-03,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-07-03
"750",2018-07-27,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-27
"751",2018-08-11,"P1",7,1,68,0,NA,8,401.333333333333,397.666666666667,289.666666666667,222,108,NA,75.6666666666667,32,2018-08-11
"752",2018-08-12,"P1",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-12
"753",2007-01-01,"P4",7,1,68,0,NA,9,363.5,357.5,184.5,112,34,NA,NA,32,2007-01-01
"754",2007-01-17,"P4",7,1,68,0,NA,9,307,306,168.5,105,32,NA,55,32,2007-01-17
"755",2007-01-26,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-01-26
"756",2007-02-02,"P4",7,1,68,0,NA,9,324,295,212.5,128,46,NA,84,32,2007-02-02
"757",2007-02-27,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-02-27
"758",2007-03-15,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-03-15
"759",2007-03-31,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-03-31
"760",2007-04-07,"P4",7,1,68,0,NA,9,275.5,247,186,142,65,NA,34,32,2007-04-07
"761",2007-04-16,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-04-16
"762",2007-05-02,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-05-02
"763",2007-05-09,"P4",7,1,68,0,NA,8,342.5,364,183,126,71.5,NA,74.5,32,2007-05-09
"764",2007-05-18,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-05-18
"765",2007-05-25,"P4",7,1,68,0,NA,12,472.5,455,298.5,225,164,NA,116.5,32,2007-05-25
"766",2007-06-03,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-06-03
"767",2007-06-19,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-06-19
"768",2007-06-26,"P4",7,1,68,0,NA,8,292.5,261,148,125,70.5,NA,64,32,2007-06-26
"769",2007-07-12,"P4",7,1,68,0,NA,8,351,310.5,175,165,72,NA,54.5,32,2007-07-12
"770",2007-07-21,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-07-21
"771",2007-08-22,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-08-22
"772",2007-08-29,"P4",7,1,68,0,NA,14,379,391.5,224.5,181,135,NA,107,32,2007-08-29
"773",2007-10-09,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-10-09
"774",2007-10-16,"P4",7,1,72,0,NA,20,404,422,232.5,153,91.5,NA,55,40,2007-10-16
"775",2007-10-25,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-10-25
"776",2007-11-01,"P4",7,1,68,0,NA,8,282.5,294.5,211.5,113,12,NA,30,36,2007-11-01
"777",2007-11-17,"P4",7,1,224,0,NA,8,816,879.5,783,723,582,NA,450,40,2007-11-17
"778",2007-12-03,"P4",7,1,68,0,NA,9,289,317,160,103,50,NA,91.5,32,2007-12-03
"779",2007-12-19,"P4",7,1,68,0,NA,9,364,341.5,173.5,91.5,16.5,NA,38,32,2007-12-19
"780",2007-12-28,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-12-28
"781",2008-01-13,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-01-13
"782",2008-01-20,"P4",7,1,68,0,NA,9,316,369,181.5,122.5,32,NA,54,32,2008-01-20
"783",2008-01-29,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-01-29
"784",2008-03-24,"P4",7,1,68,0,NA,9,257.5,254.5,156.5,150,68,NA,35.5,32,2008-03-24
"785",2008-04-02,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-04-02
"786",2008-04-18,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-04-18
"787",2008-04-25,"P4",7,1,68,0,NA,8,429,450.5,378.5,351,222,NA,193.5,32,2008-04-25
"788",2008-05-04,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-05-04
"789",2008-05-11,"P4",7,1,68,0,NA,8,420,442,319,296,197.5,NA,171,32,2008-05-11
"790",2008-05-20,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-05-20
"791",2008-05-27,"P4",7,1,68,0,NA,8,248.5,247.5,185,123,69.5,NA,20,36,2008-05-27
"792",2008-06-05,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-06-05
"793",2008-06-12,"P4",7,1,68,0,NA,8,337,301.5,186,156,69.5,NA,62.5,32,2008-06-12
"794",2008-06-21,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-06-21
"795",2008-06-28,"P4",7,1,68,0,NA,8,556,589,494,474,392,NA,327,40,2008-06-28
"796",2008-07-07,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-07-07
"797",2008-07-23,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-07-23
"798",2008-07-30,"P4",7,1,68,0,NA,8,465,472.5,391.5,385,283,NA,259.5,16,2008-07-30
"799",2008-08-24,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-08-24
"800",2008-09-09,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-09-09
"801",2008-09-16,"P4",7,1,68,0,NA,8.5,379.5,392.5,228,174,106.5,NA,99,32,2008-09-16
"802",2008-09-25,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-09-25
"803",2008-10-02,"P4",7,1,68,0,NA,53,421.5,419.5,276,198,97,NA,50,36,2008-10-02
"804",2008-10-18,"P4",7,1,68,0,NA,9,278,283,178,93,53,NA,28.5,32,2008-10-18
"805",2008-10-27,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-10-27
"806",2008-11-03,"P4",7,1,68,0,NA,9,261,244,172,117,42,NA,15,32,2008-11-03
"807",2008-11-12,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-11-12
"808",2008-11-19,"P4",7,1,68,0,NA,8,318.5,306.5,213,94,80.5,NA,0,32,2008-11-19
"809",2008-12-05,"P4",7,1,68,0,NA,8,339.5,329,157,105,32,NA,17.5,32,2008-12-05
"810",2008-12-21,"P4",7,1,68,0,NA,9,339,290,149,93,34,NA,NA,32,2008-12-21
"811",2008-12-30,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-12-30
"812",2009-01-06,"P4",7,1,68,0,NA,9,257,257,104,70,15.5,NA,57.5,32,2009-01-06
"813",2009-01-15,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-01-15
"814",2009-01-31,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-01-31
"815",2009-03-11,"P4",7,1,68,0,NA,9,227.5,195,149,124,88,NA,51.5,32,2009-03-11
"816",2009-03-27,"P4",7,1,68,0,NA,8,258,212,181.5,147,79,NA,83,32,2009-03-27
"817",2009-04-05,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-04-05
"818",2009-04-21,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-04-21
"819",2009-04-28,"P4",7,1,68,0,NA,8,319,277,205,199,116,NA,87,32,2009-04-28
"820",2009-05-07,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-05-07
"821",2009-05-14,"P4",7,1,68,0,NA,8,441,519.5,245,160,69.5,NA,74,32,2009-05-14
"822",2009-06-15,"P4",7,1,68,0,NA,8,303,285.5,194.5,141,81,NA,31,32,2009-06-15
"823",2009-06-24,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-06-24
"824",2009-07-17,"P4",7,1,68,0,NA,8,390,350.5,300.5,273,171,NA,133.5,36,2009-07-17
"825",2009-07-26,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-07-26
"826",2009-08-02,"P4",7,1,68,0,NA,8,368,354,217,205,73,NA,67,32,2009-08-02
"827",2009-08-18,"P4",7,1,68,0,NA,9,310.5,279,150,100,52.5,NA,44,32,2009-08-18
"828",2009-08-27,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-08-27
"829",2009-09-12,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-09-12
"830",2009-09-28,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-09-28
"831",2009-10-14,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-10-14
"832",2009-10-30,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-10-30
"833",2009-11-15,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-11-15
"834",2009-11-22,"P4",7,1,68,0,NA,8,278,270,165.5,133,64,NA,33.5,32,2009-11-22
"835",2009-12-01,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-12-01
"836",2009-12-17,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-12-17
"837",2009-12-24,"P4",7,1,68,0,NA,9,231,260,135,90,15.5,NA,18,32,2009-12-24
"838",2010-01-02,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-01-02
"839",2010-01-09,"P4",7,1,68,0,NA,9,264,254,117,87.5,52,NA,18,32,2010-01-09
"840",2010-01-25,"P4",7,1,68,0,NA,9,441.5,740.5,675,138,32,NA,16.5,32,2010-01-25
"841",2010-02-26,"P4",7,1,68,0,NA,22,277,298.5,231.5,235,165.5,NA,143,32,2010-02-26
"842",2010-03-14,"P4",7,1,68,0,NA,9,195,206,136.5,161,48,NA,12.5,32,2010-03-14
"843",2010-03-30,"P4",7,1,68,0,NA,9,210,192,104,109,32,NA,34.5,32,2010-03-30
"844",2010-04-08,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-04-08
"845",2010-04-15,"P4",7,1,68,0,NA,9,228,220.5,148.5,151,62,NA,66,32,2010-04-15
"846",2010-04-24,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-04-24
"847",2010-05-10,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-05-10
"848",2010-05-26,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-05-26
"849",2010-06-02,"P4",7,1,68,0,NA,8,302,408,242,141.5,49.5,NA,42,32,2010-06-02
"850",2010-06-18,"P4",7,1,68,0,NA,8,223,211.5,105,122,38.5,NA,20.5,32,2010-06-18
"851",2010-06-27,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-06-27
"852",2010-07-04,"P4",7,1,68,0,NA,8,542.5,570.5,533,485,421,NA,366,40,2010-07-04
"853",2010-07-13,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-07-13
"854",2010-08-05,"P4",7,1,68,0,NA,8,205.5,199.5,93,63,40,NA,21,32,2010-08-05
"855",2010-08-14,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-08-14
"856",2010-09-15,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-09-15
"857",2010-10-01,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-10-01
"858",2010-10-08,"P4",7,1,68,0,NA,9,281.5,306,130,83,49,NA,38.5,36,2010-10-08
"859",2010-11-02,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-11-02
"860",2010-11-09,"P4",7,1,68,0,NA,8,283,287,157,86,27,NA,0,32,2010-11-09
"861",2010-11-18,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-11-18
