"","B1","P1","P4","S1","S2","S5"
"LE07_CU_007013_20130728_20170927_C01_V01_SRB5",149,150,238,171,294,193
"LE07_CU_007013_20130728_20170927_C01_V01_SRB7",89.5,127.333333333333,237.5,134,239.666666666667,168
"LE07_CU_007013_20130728_20170927_C01_V01_SRCLOUDQA",40,36,16,24,38.6666666666667,40
"LE07_CU_007013_20130813_20170927_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20130813_20170927_C01_V01_PIXELQA",NA,68,68,68,68,68
"LE07_CU_007013_20130813_20170927_C01_V01_RADSATQA",NA,0,0,0,0,0
"LE07_CU_007013_20130813_20170927_C01_V01_SRATMOSOPACITYQA",NA,8,8,8,8,8
"LE07_CU_007013_20130813_20170927_C01_V01_SRB1",NA,301.666666666667,292,274.666666666667,298.333333333333,289.5
"LE07_CU_007013_20130813_20170927_C01_V01_SRB2",NA,278.666666666667,284,405,455,404.5
"LE07_CU_007013_20130813_20170927_C01_V01_SRB3",NA,170,136,237.666666666667,313,294
"LE07_CU_007013_20130813_20170927_C01_V01_SRB4",NA,133,115,181,251.333333333333,204
"LE07_CU_007013_20130813_20170927_C01_V01_SRB5",NA,70.3333333333333,118,98.6666666666667,172,128
"LE07_CU_007013_20130813_20170927_C01_V01_SRB7",NA,65.6666666666667,43,88.3333333333333,185,77.5
"LE07_CU_007013_20130813_20170927_C01_V01_SRCLOUDQA",0,36,32,40,40,40
"LE07_CU_007013_20130914_20170927_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20130914_20170927_C01_V01_PIXELQA",NA,68,68,68,68,68
"LE07_CU_007013_20130914_20170927_C01_V01_RADSATQA",NA,0,0,0,0,0
"LE07_CU_007013_20130914_20170927_C01_V01_SRATMOSOPACITYQA",NA,9,9,9,9,9
"LE07_CU_007013_20130914_20170927_C01_V01_SRB1",NA,293.666666666667,297,282,373.666666666667,318
"LE07_CU_007013_20130914_20170927_C01_V01_SRB2",NA,301.666666666667,305,392,513,454
"LE07_CU_007013_20130914_20170927_C01_V01_SRB3",NA,191,143,216.333333333333,351,313
"LE07_CU_007013_20130914_20170927_C01_V01_SRB4",NA,125.666666666667,113,139.666666666667,282,210
"LE07_CU_007013_20130914_20170927_C01_V01_SRB5",NA,93,68,116,251,139.5
"LE07_CU_007013_20130914_20170927_C01_V01_SRB7",NA,56.6666666666667,48,72.6666666666667,188.333333333333,134.5
"LE07_CU_007013_20130914_20170927_C01_V01_SRCLOUDQA",0,36,32,32,32,32
"LE07_CU_007013_20130923_20170927_C01_V01_LINEAGEQA",2,NA,NA,NA,2,2
"LE07_CU_007013_20130923_20170927_C01_V01_PIXELQA",68,NA,NA,NA,68,68
"LE07_CU_007013_20130923_20170927_C01_V01_RADSATQA",0,NA,NA,NA,0,0
"LE07_CU_007013_20130923_20170927_C01_V01_SRATMOSOPACITYQA",9,NA,NA,NA,9,9
"LE07_CU_007013_20130923_20170927_C01_V01_SRB1",185,NA,NA,NA,278,221.5
"LE07_CU_007013_20130923_20170927_C01_V01_SRB2",185,NA,NA,NA,267.333333333333,242
"LE07_CU_007013_20130923_20170927_C01_V01_SRB3",126,NA,NA,NA,220.333333333333,170
"LE07_CU_007013_20130923_20170927_C01_V01_SRB4",96.5,NA,NA,NA,206,154
"LE07_CU_007013_20130923_20170927_C01_V01_SRB5",57.5,NA,NA,NA,134.666666666667,94
"LE07_CU_007013_20130923_20170927_C01_V01_SRB7",24,NA,NA,NA,122.666666666667,60.5
"LE07_CU_007013_20130923_20170927_C01_V01_SRCLOUDQA",36,0,0,0,40,40
"LE07_CU_007013_20130930_20170927_C01_V01_LINEAGEQA",1,1,1,2,NA,NA
"LE07_CU_007013_20130930_20170927_C01_V01_PIXELQA",68,68,68,68,NA,NA
"LE07_CU_007013_20130930_20170927_C01_V01_RADSATQA",0,0,0,0,NA,NA
"LE07_CU_007013_20130930_20170927_C01_V01_SRATMOSOPACITYQA",9,8,8,8,NA,NA
"LE07_CU_007013_20130930_20170927_C01_V01_SRB1",160.5,241.333333333333,241,173.666666666667,NA,NA
"LE07_CU_007013_20130930_20170927_C01_V01_SRB2",188,226.333333333333,229.5,239,NA,NA
"LE07_CU_007013_20130930_20170927_C01_V01_SRB3",88,112.666666666667,138,148.333333333333,NA,NA
"LE07_CU_007013_20130930_20170927_C01_V01_SRB4",79,78,98,105.666666666667,NA,NA
"LE07_CU_007013_20130930_20170927_C01_V01_SRB5",71,47,34.5,71,NA,NA
"LE07_CU_007013_20130930_20170927_C01_V01_SRB7",12,41.3333333333333,36.5,8,NA,NA
"LE07_CU_007013_20130930_20170927_C01_V01_SRCLOUDQA",36,32,36,32,0,0
"LE07_CU_007013_20131016_20170927_C01_V01_LINEAGEQA",1,1,1,2,NA,NA
"LE07_CU_007013_20131016_20170927_C01_V01_PIXELQA",68,68,68,68,NA,NA
"LE07_CU_007013_20131016_20170927_C01_V01_RADSATQA",0,0,0,0,NA,NA
"LE07_CU_007013_20131016_20170927_C01_V01_SRATMOSOPACITYQA",8,9,9,8,NA,NA
"LE07_CU_007013_20131016_20170927_C01_V01_SRB1",186,287.333333333333,293,186.666666666667,NA,NA
"LE07_CU_007013_20131016_20170927_C01_V01_SRB2",188,273.666666666667,293.5,223.333333333333,NA,NA
"LE07_CU_007013_20131016_20170927_C01_V01_SRB3",102.5,159,139,154.666666666667,NA,NA
"LE07_CU_007013_20131016_20170927_C01_V01_SRB4",90,101.333333333333,109,102.333333333333,NA,NA
"LE07_CU_007013_20131016_20170927_C01_V01_SRB5",24,59.3333333333333,24,85.6666666666667,NA,NA
"LE07_CU_007013_20131016_20170927_C01_V01_SRB7",39.5,35.3333333333333,26,44,NA,NA
"LE07_CU_007013_20131016_20170927_C01_V01_SRCLOUDQA",32,36,36,32,0,0
"LE07_CU_007013_20131025_20170927_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20131025_20170927_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20131025_20170927_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20131025_20170927_C01_V01_SRATMOSOPACITYQA",8,NA,NA,8,9,9
"LE07_CU_007013_20131025_20170927_C01_V01_SRB1",251.5,NA,NA,223,264,214
"LE07_CU_007013_20131025_20170927_C01_V01_SRB2",201.5,NA,NA,186,211.666666666667,193.5
"LE07_CU_007013_20131025_20170927_C01_V01_SRB3",137,NA,NA,146,213.333333333333,164
"LE07_CU_007013_20131025_20170927_C01_V01_SRB4",75,NA,NA,120.5,189,119.5
"LE07_CU_007013_20131025_20170927_C01_V01_SRB5",39.5,NA,NA,83,120.666666666667,68
"LE07_CU_007013_20131025_20170927_C01_V01_SRB7",28.5,NA,NA,42,96.3333333333333,42
"LE07_CU_007013_20131025_20170927_C01_V01_SRCLOUDQA",36,0,0,21.3333333333333,32,32
"LE07_CU_007013_20131101_20170927_C01_V01_LINEAGEQA",1,1,1,2,2,NA
"LE07_CU_007013_20131101_20170927_C01_V01_PIXELQA",68,68,68,68,68,NA
"LE07_CU_007013_20131101_20170927_C01_V01_RADSATQA",0,0,0,0,0,NA
"LE07_CU_007013_20131101_20170927_C01_V01_SRATMOSOPACITYQA",9,8,9,8,8,NA
"LE07_CU_007013_20131101_20170927_C01_V01_SRB1",191,254.333333333333,261.5,165,250,NA
"LE07_CU_007013_20131101_20170927_C01_V01_SRB2",219,253,251.5,193.333333333333,282,NA
"LE07_CU_007013_20131101_20170927_C01_V01_SRB3",131,110,150.5,130,233,NA
"LE07_CU_007013_20131101_20170927_C01_V01_SRB4",96.5,80,64,82,205,NA
"LE07_CU_007013_20131101_20170927_C01_V01_SRB5",55.5,56,27,74.3333333333333,84,NA
"LE07_CU_007013_20131101_20170927_C01_V01_SRB7",28,49,14.5,38.3333333333333,148,NA
"LE07_CU_007013_20131101_20170927_C01_V01_SRCLOUDQA",32,32,32,32,10.6666666666667,0
"LE07_CU_007013_20131219_20170927_C01_V01_LINEAGEQA",1,1,1,2,NA,NA
"LE07_CU_007013_20131219_20170927_C01_V01_PIXELQA",68,68,68,68,NA,NA
"LE07_CU_007013_20131219_20170927_C01_V01_RADSATQA",0,0,0,0,NA,NA
"LE07_CU_007013_20131219_20170927_C01_V01_SRATMOSOPACITYQA",9,9,9,9,NA,NA
"LE07_CU_007013_20131219_20170927_C01_V01_SRB1",336.5,259,281,141,NA,NA
"LE07_CU_007013_20131219_20170927_C01_V01_SRB2",467.5,219,213.5,194.666666666667,NA,NA
"LE07_CU_007013_20131219_20170927_C01_V01_SRB3",256.5,122,122,155.333333333333,NA,NA
"LE07_CU_007013_20131219_20170927_C01_V01_SRB4",151,96.6666666666667,111,99.6666666666667,NA,NA
"LE07_CU_007013_20131219_20170927_C01_V01_SRB5",90,21,52.5,71,NA,NA
"LE07_CU_007013_20131219_20170927_C01_V01_SRB7",56.5,37.6666666666667,38,37,NA,NA
"LE07_CU_007013_20131219_20170927_C01_V01_SRCLOUDQA",32,32,32,32,0,0
"LE07_CU_007013_20140113_20170927_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20140113_20170927_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20140113_20170927_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20140113_20170927_C01_V01_SRATMOSOPACITYQA",9,NA,NA,9,9,9
"LE07_CU_007013_20140113_20170927_C01_V01_SRB1",414,NA,NA,337,303,334
"LE07_CU_007013_20140113_20170927_C01_V01_SRB2",558.5,NA,NA,332,324,282
"LE07_CU_007013_20140113_20170927_C01_V01_SRB3",319.5,NA,NA,176,212.666666666667,161
"LE07_CU_007013_20140113_20170927_C01_V01_SRB4",108,NA,NA,126.5,196.666666666667,107
"LE07_CU_007013_20140113_20170927_C01_V01_SRB5",33,NA,NA,105,129.333333333333,50.5
"LE07_CU_007013_20140113_20170927_C01_V01_SRB7",17.5,NA,NA,54,97.6666666666667,54
"LE07_CU_007013_20140113_20170927_C01_V01_SRCLOUDQA",32,0,0,21.3333333333333,32,32
"LE07_CU_007013_20140120_20170927_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20140120_20170927_C01_V01_PIXELQA",68,68,68,NA,68,68
"LE07_CU_007013_20140120_20170927_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20140120_20170927_C01_V01_SRATMOSOPACITYQA",9,9,8,NA,9,9
"LE07_CU_007013_20140120_20170927_C01_V01_SRB1",329.5,177.333333333333,225,NA,266.333333333333,254.5
"LE07_CU_007013_20140120_20170927_C01_V01_SRB2",536,173.333333333333,179,NA,291,291.5
"LE07_CU_007013_20140120_20170927_C01_V01_SRB3",311,104.666666666667,105,NA,180,189.5
"LE07_CU_007013_20140120_20170927_C01_V01_SRB4",100,75.3333333333333,44.5,NA,188.333333333333,139
"LE07_CU_007013_20140120_20170927_C01_V01_SRB5",48.5,31,49,NA,136,101.5
"LE07_CU_007013_20140120_20170927_C01_V01_SRB7",NA,83.3333333333333,35,NA,143,107
"LE07_CU_007013_20140120_20170927_C01_V01_SRCLOUDQA",32,36,32,0,32,32
"LE07_CU_007013_20140129_20170927_C01_V01_LINEAGEQA",NA,NA,NA,2,2,2
"LE07_CU_007013_20140129_20170927_C01_V01_PIXELQA",NA,NA,NA,68,68,68
"LE07_CU_007013_20140129_20170927_C01_V01_RADSATQA",NA,NA,NA,0,0,0
"LE07_CU_007013_20140129_20170927_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,12,15.3333333333333,15
"LE07_CU_007013_20140129_20170927_C01_V01_SRB1",NA,NA,NA,265.333333333333,260.666666666667,293
"LE07_CU_007013_20140129_20170927_C01_V01_SRB2",NA,NA,NA,237,256.666666666667,261.5
"LE07_CU_007013_20140129_20170927_C01_V01_SRB3",NA,NA,NA,188.333333333333,242.333333333333,184.5
"LE07_CU_007013_20140129_20170927_C01_V01_SRB4",NA,NA,NA,181.666666666667,251,203
"LE07_CU_007013_20140129_20170927_C01_V01_SRB5",NA,NA,NA,119.333333333333,232,130.5
"LE07_CU_007013_20140129_20170927_C01_V01_SRB7",NA,NA,NA,103,195.666666666667,137.5
"LE07_CU_007013_20140129_20170927_C01_V01_SRCLOUDQA",0,0,0,32,10.6666666666667,32
"LE07_CU_007013_20140214_20170927_C01_V01_LINEAGEQA",NA,NA,NA,2,2,NA
"LE07_CU_007013_20140214_20170927_C01_V01_PIXELQA",NA,NA,NA,68,68,NA
"LE07_CU_007013_20140214_20170927_C01_V01_RADSATQA",NA,NA,NA,0,0,NA
"LE07_CU_007013_20140214_20170927_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,43,45,NA
"LE07_CU_007013_20140214_20170927_C01_V01_SRB1",NA,NA,NA,544,609,NA
"LE07_CU_007013_20140214_20170927_C01_V01_SRB2",NA,NA,NA,533.666666666667,706,NA
"LE07_CU_007013_20140214_20170927_C01_V01_SRB3",NA,NA,NA,491.333333333333,631,NA
"LE07_CU_007013_20140214_20170927_C01_V01_SRB4",NA,NA,NA,543.333333333333,728,NA
"LE07_CU_007013_20140214_20170927_C01_V01_SRB5",NA,NA,NA,502.666666666667,728,NA
"LE07_CU_007013_20140214_20170927_C01_V01_SRB7",NA,NA,NA,447,595,NA
"LE07_CU_007013_20140214_20170927_C01_V01_SRCLOUDQA",0,0,0,2,0.666666666666667,0
"LE07_CU_007013_20140309_20170927_C01_V01_LINEAGEQA",1,1,1,2,NA,NA
"LE07_CU_007013_20140309_20170927_C01_V01_PIXELQA",68,68,68,68,NA,NA
"LE07_CU_007013_20140309_20170927_C01_V01_RADSATQA",0,0,0,0,NA,NA
"LE07_CU_007013_20140309_20170927_C01_V01_SRATMOSOPACITYQA",9,9,9,8,NA,NA
"LE07_CU_007013_20140309_20170927_C01_V01_SRB1",223,182.666666666667,191.5,170,NA,NA
"LE07_CU_007013_20140309_20170927_C01_V01_SRB2",359.5,168,169,172,NA,NA
"LE07_CU_007013_20140309_20170927_C01_V01_SRB3",188,80.3333333333333,87,96,NA,NA
"LE07_CU_007013_20140309_20170927_C01_V01_SRB4",103,67.6666666666667,60.5,82,NA,NA
"LE07_CU_007013_20140309_20170927_C01_V01_SRB5",35.5,23,36,74,NA,NA
"LE07_CU_007013_20140309_20170927_C01_V01_SRB7",25.5,34,0,51,NA,NA
"LE07_CU_007013_20140309_20170927_C01_V01_SRCLOUDQA",32,32,32,32,0,0
"LE07_CU_007013_20140318_20170927_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20140318_20170927_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20140318_20170927_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20140318_20170927_C01_V01_SRATMOSOPACITYQA",33,NA,NA,8,9,9
"LE07_CU_007013_20140318_20170927_C01_V01_SRB1",523,NA,NA,330,350.666666666667,349
"LE07_CU_007013_20140318_20170927_C01_V01_SRB2",624,NA,NA,315,359.666666666667,300.5
"LE07_CU_007013_20140318_20170927_C01_V01_SRB3",487,NA,NA,218,298.333333333333,235
"LE07_CU_007013_20140318_20170927_C01_V01_SRB4",467,NA,NA,274,325.666666666667,253
"LE07_CU_007013_20140318_20170927_C01_V01_SRB5",415,NA,NA,193,259.333333333333,169
"LE07_CU_007013_20140318_20170927_C01_V01_SRB7",349,NA,NA,198,198,135.5
"LE07_CU_007013_20140318_20170927_C01_V01_SRCLOUDQA",21,0,0,13.3333333333333,8,40
"LE07_CU_007013_20140325_20170927_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20140325_20170927_C01_V01_PIXELQA",72,96,72,NA,68,68
"LE07_CU_007013_20140325_20170927_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20140325_20170927_C01_V01_SRATMOSOPACITYQA",9,8,8,NA,9,9
"LE07_CU_007013_20140325_20170927_C01_V01_SRB1",375,620,334,NA,281,245.5
"LE07_CU_007013_20140325_20170927_C01_V01_SRB2",491,619.333333333333,328,NA,331.666666666667,276
"LE07_CU_007013_20140325_20170927_C01_V01_SRB3",357.5,598,248,NA,243.333333333333,192
"LE07_CU_007013_20140325_20170927_C01_V01_SRB4",302,612,246,NA,239,207
"LE07_CU_007013_20140325_20170927_C01_V01_SRB5",223,522.666666666667,164,NA,210.333333333333,103.5
"LE07_CU_007013_20140325_20170927_C01_V01_SRB7",168.5,414,133,NA,201,72
"LE07_CU_007013_20140325_20170927_C01_V01_SRCLOUDQA",36,2,36,0,40,40
"LE07_CU_007013_20140403_20170927_C01_V01_LINEAGEQA",2,NA,NA,NA,2,2
"LE07_CU_007013_20140403_20170927_C01_V01_PIXELQA",68,NA,NA,NA,68,68
"LE07_CU_007013_20140403_20170927_C01_V01_RADSATQA",0,NA,NA,NA,0,0
"LE07_CU_007013_20140403_20170927_C01_V01_SRATMOSOPACITYQA",9,NA,NA,NA,10,10
"LE07_CU_007013_20140403_20170927_C01_V01_SRB1",368,NA,NA,NA,288,249.5
"LE07_CU_007013_20140403_20170927_C01_V01_SRB2",400,NA,NA,NA,255,214
"LE07_CU_007013_20140403_20170927_C01_V01_SRB3",249,NA,NA,NA,168,168.5
"LE07_CU_007013_20140403_20170927_C01_V01_SRB4",141,NA,NA,NA,194.5,176
"LE07_CU_007013_20140403_20170927_C01_V01_SRB5",53.5,NA,NA,NA,122.5,42
"LE07_CU_007013_20140403_20170927_C01_V01_SRB7",56,NA,NA,NA,102.5,91
"LE07_CU_007013_20140403_20170927_C01_V01_SRCLOUDQA",36,0,0,0,21.3333333333333,32
"LE07_CU_007013_20140505_20170927_C01_V01_LINEAGEQA",NA,NA,NA,2,2,NA
"LE07_CU_007013_20140505_20170927_C01_V01_PIXELQA",NA,NA,NA,68,67.3333333333333,NA
"LE07_CU_007013_20140505_20170927_C01_V01_RADSATQA",NA,NA,NA,0,0,NA
"LE07_CU_007013_20140505_20170927_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,9,9,NA
"LE07_CU_007013_20140505_20170927_C01_V01_SRB1",NA,NA,NA,424,573.333333333333,NA
"LE07_CU_007013_20140505_20170927_C01_V01_SRB2",NA,NA,NA,421.333333333333,589.333333333333,NA
"LE07_CU_007013_20140505_20170927_C01_V01_SRB3",NA,NA,NA,378,586.666666666667,NA
"LE07_CU_007013_20140505_20170927_C01_V01_SRB4",NA,NA,NA,433,682,NA
"LE07_CU_007013_20140505_20170927_C01_V01_SRB5",NA,NA,NA,363.333333333333,596.333333333333,NA
"LE07_CU_007013_20140505_20170927_C01_V01_SRB7",NA,NA,NA,307,507.333333333333,NA
"LE07_CU_007013_20140505_20170927_C01_V01_SRCLOUDQA",0,0,0,4,2,0
"LE07_CU_007013_20140512_20170927_C01_V01_LINEAGEQA",1,1,1,NA,NA,2
"LE07_CU_007013_20140512_20170927_C01_V01_PIXELQA",68,68,68,NA,NA,96
"LE07_CU_007013_20140512_20170927_C01_V01_RADSATQA",0,0,0,NA,NA,0
"LE07_CU_007013_20140512_20170927_C01_V01_SRATMOSOPACITYQA",9,8,8,NA,NA,8
"LE07_CU_007013_20140512_20170927_C01_V01_SRB1",365,524.333333333333,465,NA,NA,878
"LE07_CU_007013_20140512_20170927_C01_V01_SRB2",432,536,469.5,NA,NA,1035
"LE07_CU_007013_20140512_20170927_C01_V01_SRB3",346.5,490.666666666667,382,NA,NA,1062
"LE07_CU_007013_20140512_20170927_C01_V01_SRB4",256,469.333333333333,357,NA,NA,1052
"LE07_CU_007013_20140512_20170927_C01_V01_SRB5",193.5,415,299,NA,NA,992
"LE07_CU_007013_20140512_20170927_C01_V01_SRB7",135.5,331,263.5,NA,NA,840
"LE07_CU_007013_20140512_20170927_C01_V01_SRCLOUDQA",36,40,40,0,0,20
"LE07_CU_007013_20140521_20170927_C01_V01_LINEAGEQA",NA,NA,NA,2,2,NA
"LE07_CU_007013_20140521_20170927_C01_V01_PIXELQA",NA,NA,NA,68,68,NA
"LE07_CU_007013_20140521_20170927_C01_V01_RADSATQA",NA,NA,NA,0,0,NA
"LE07_CU_007013_20140521_20170927_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,8,8,NA
"LE07_CU_007013_20140521_20170927_C01_V01_SRB1",NA,NA,NA,322.666666666667,324,NA
"LE07_CU_007013_20140521_20170927_C01_V01_SRB2",NA,NA,NA,329.666666666667,383,NA
"LE07_CU_007013_20140521_20170927_C01_V01_SRB3",NA,NA,NA,231,329,NA
"LE07_CU_007013_20140521_20170927_C01_V01_SRB4",NA,NA,NA,245,356,NA
"LE07_CU_007013_20140521_20170927_C01_V01_SRB5",NA,NA,NA,177,226,NA
"LE07_CU_007013_20140521_20170927_C01_V01_SRB7",NA,NA,NA,125,167,NA
"LE07_CU_007013_20140521_20170927_C01_V01_SRCLOUDQA",0,0,0,29.3333333333333,2.66666666666667,0
"LE07_CU_007013_20140606_20170927_C01_V01_LINEAGEQA",2,NA,NA,NA,2,2
"LE07_CU_007013_20140606_20170927_C01_V01_PIXELQA",68,NA,NA,NA,68,68
"LE07_CU_007013_20140606_20170927_C01_V01_RADSATQA",0,NA,NA,NA,0,0
"LE07_CU_007013_20140606_20170927_C01_V01_SRATMOSOPACITYQA",8,NA,NA,NA,8,8
"LE07_CU_007013_20140606_20170927_C01_V01_SRB1",304.5,NA,NA,NA,445.333333333333,420
"LE07_CU_007013_20140606_20170927_C01_V01_SRB2",329,NA,NA,NA,516.666666666667,501
"LE07_CU_007013_20140606_20170927_C01_V01_SRB3",215.5,NA,NA,NA,344.333333333333,264
"LE07_CU_007013_20140606_20170927_C01_V01_SRB4",157,NA,NA,NA,298.333333333333,204.5
"LE07_CU_007013_20140606_20170927_C01_V01_SRB5",110.5,NA,NA,NA,183,130.5
"LE07_CU_007013_20140606_20170927_C01_V01_SRB7",40,NA,NA,NA,159,82
"LE07_CU_007013_20140606_20170927_C01_V01_SRCLOUDQA",36,0,0,0,40,40
"LE07_CU_007013_20140622_20170927_C01_V01_LINEAGEQA",NA,NA,NA,2,2,2
"LE07_CU_007013_20140622_20170927_C01_V01_PIXELQA",NA,NA,NA,68,68,68
"LE07_CU_007013_20140622_20170927_C01_V01_RADSATQA",NA,NA,NA,0,0,0
"LE07_CU_007013_20140622_20170927_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,8,8,8
"LE07_CU_007013_20140622_20170927_C01_V01_SRB1",NA,NA,NA,441,431.333333333333,433
"LE07_CU_007013_20140622_20170927_C01_V01_SRB2",NA,NA,NA,502.333333333333,524.333333333333,507
"LE07_CU_007013_20140622_20170927_C01_V01_SRB3",NA,NA,NA,355.666666666667,369.666666666667,346
"LE07_CU_007013_20140622_20170927_C01_V01_SRB4",NA,NA,NA,284.666666666667,317.666666666667,295
"LE07_CU_007013_20140622_20170927_C01_V01_SRB5",NA,NA,NA,235,270,217.5
"LE07_CU_007013_20140622_20170927_C01_V01_SRB7",NA,NA,NA,191.666666666667,220.333333333333,148.5
"LE07_CU_007013_20140622_20170927_C01_V01_SRCLOUDQA",0,0,0,40,40,40
"LE07_CU_007013_20140629_20170927_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20140629_20170927_C01_V01_PIXELQA",68,68,68,NA,181.333333333333,96
"LE07_CU_007013_20140629_20170927_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20140629_20170927_C01_V01_SRATMOSOPACITYQA",9,8,8,NA,8,8
"LE07_CU_007013_20140629_20170927_C01_V01_SRB1",520.5,427.666666666667,514,NA,839,677.5
"LE07_CU_007013_20140629_20170927_C01_V01_SRB2",736.5,436,517.5,NA,997.666666666667,805
"LE07_CU_007013_20140629_20170927_C01_V01_SRB3",574.5,280.333333333333,352,NA,922.333333333333,723
"LE07_CU_007013_20140629_20170927_C01_V01_SRB4",416.5,250.666666666667,314,NA,854.666666666667,638.5
"LE07_CU_007013_20140629_20170927_C01_V01_SRB5",386.5,200.666666666667,271,NA,838.666666666667,586
"LE07_CU_007013_20140629_20170927_C01_V01_SRB7",300.5,157,247.5,NA,712,485
"LE07_CU_007013_20140629_20170927_C01_V01_SRCLOUDQA",36,36,40,0,40,40
"LE07_CU_007013_20140724_20170927_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20140724_20170927_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20140724_20170927_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20140724_20170927_C01_V01_SRATMOSOPACITYQA",8,NA,NA,9,9,9
"LE07_CU_007013_20140724_20170927_C01_V01_SRB1",431.5,NA,NA,476.666666666667,565,512
"LE07_CU_007013_20140724_20170927_C01_V01_SRB2",469.5,NA,NA,604,689.333333333333,627.5
"LE07_CU_007013_20140724_20170927_C01_V01_SRB3",339,NA,NA,454.666666666667,561,507.5
"LE07_CU_007013_20140724_20170927_C01_V01_SRB4",277,NA,NA,348,502.333333333333,419
"LE07_CU_007013_20140724_20170927_C01_V01_SRB5",160.5,NA,NA,236.333333333333,397.333333333333,302.5
"LE07_CU_007013_20140724_20170927_C01_V01_SRB7",112,NA,NA,187,300.666666666667,248
"LE07_CU_007013_20140724_20170927_C01_V01_SRCLOUDQA",36,0,0,40,40,40
"LE07_CU_007013_20140816_20170927_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20140816_20170927_C01_V01_PIXELQA",68,68,68,NA,68,68
"LE07_CU_007013_20140816_20170927_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20140816_20170927_C01_V01_SRATMOSOPACITYQA",8,8,11,NA,8,8
"LE07_CU_007013_20140816_20170927_C01_V01_SRB1",236.5,312,391.5,NA,459,385
"LE07_CU_007013_20140816_20170927_C01_V01_SRB2",260,311.333333333333,390,NA,565,477
"LE07_CU_007013_20140816_20170927_C01_V01_SRB3",197,167,242,NA,488.333333333333,345.5
"LE07_CU_007013_20140816_20170927_C01_V01_SRB4",138,135,208,NA,431.666666666667,303.5
"LE07_CU_007013_20140816_20170927_C01_V01_SRB5",74,78.3333333333333,153,NA,405.666666666667,253.5
"LE07_CU_007013_20140816_20170927_C01_V01_SRB7",44,90.3333333333333,102,NA,339.666666666667,231.5
"LE07_CU_007013_20140816_20170927_C01_V01_SRCLOUDQA",32,36,32,0,40,40
"LE07_CU_007013_20140901_20170927_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20140901_20170927_C01_V01_PIXELQA",68,68,68,NA,68,68
"LE07_CU_007013_20140901_20170927_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20140901_20170927_C01_V01_SRATMOSOPACITYQA",9,9,8,NA,8,8
"LE07_CU_007013_20140901_20170927_C01_V01_SRB1",161,313,259,NA,205.5,189.5
"LE07_CU_007013_20140901_20170927_C01_V01_SRB2",213,344,278.5,NA,323,295
"LE07_CU_007013_20140901_20170927_C01_V01_SRB3",122,192.333333333333,147,NA,171.5,172
"LE07_CU_007013_20140901_20170927_C01_V01_SRB4",66.5,164.666666666667,103,NA,139,139
"LE07_CU_007013_20140901_20170927_C01_V01_SRB5",42,126,53.5,NA,120.5,87
"LE07_CU_007013_20140901_20170927_C01_V01_SRB7",33,91.6666666666667,57,NA,91,56
"LE07_CU_007013_20140901_20170927_C01_V01_SRCLOUDQA",36,36,32,0,21.3333333333333,32
"LE07_CU_007013_20140926_20170927_C01_V01_LINEAGEQA",NA,NA,NA,2,2,2
"LE07_CU_007013_20140926_20170927_C01_V01_PIXELQA",NA,NA,NA,68,68,68
"LE07_CU_007013_20140926_20170927_C01_V01_RADSATQA",NA,NA,NA,0,0,0
